location_name,time,date,latitude,longitude
Bernal Heights Park,2021/10/23 11:42,2021/10/23,37.742561,-122.414345
Bernal Heights Park,2021/10/23 11:42,2021/10/23,37.742561,-122.414345
Bernal Heights Park,2021/10/23 11:42,2021/10/23,37.742561,-122.414345
Bernal Heights Park,2021/10/23 11:42,2021/10/23,37.742561,-122.414345
Bernal Heights Park,2021/10/23 11:45,2021/10/23,37.742702,-122.414117
Bernal Heights Park,2021/10/17 17:31,2021/10/17,37.742917,-122.416663
Bernal Heights Park,2021/9/19 14:51,2021/9/19,37.743042,-122.416545
Bernal Heights Park,2021/9/12 18:26,2021/9/12,37.742863,-122.412873
Bernal Heights Park,2021/9/12 18:30,2021/9/12,37.743533,-122.412209
Bernal Heights Park,2021/7/27 9:13,2021/7/27,37.743788,-122.414559
Bernal Heights Park,2021/2/7 11:05,2021/2/7,37.742966,-122.41192
Bernal Heights Park,2017/12/24 14:50,2017/12/24,37.743639,-122.414259
Bernal Heights Park,2017/12/24 15:13,2017/12/24,37.743639,-122.414259
Bernal Heights Park,2017/12/24 15:18,2017/12/24,37.743639,-122.414259
Bernal Heights Park,2017/12/24 15:20,2017/12/24,37.743639,-122.414259
Bernal Heights Park,2017/12/24 16:25,2017/12/24,37.743639,-122.414259
Bernal Heights Park,2017/12/24 16:32,2017/12/24,37.743639,-122.414259
Bernal Heights Park,2021/5/21 20:44,2021/5/21,37.74328,-122.415356
Bernal Heights Park,2021/5/21 20:46,2021/5/21,37.743269,-122.415362
Bernal Heights Park,2021/5/21 20:14,2021/5/21,37.743286,-122.415359
Bernal Heights Park,2021/5/15 14:39,2021/5/15,37.743286,-122.41517
Bernal Heights Park,2020/9/17 13:59,2020/9/17,37.743286,-122.414575
Bernal Heights Park,2021/5/15 15:11,2021/5/15,37.743286,-122.41517
Berkeley Way Open Space,2022/5/22 17:06,2022/5/22,37.740069,-122.439925
India Basin - Shoreline Park,2016/4/22 12:58,2016/4/22,37.734135,-122.375945
Holly Park,2023/4/9 9:48,2023/4/9,37.737341,-122.419792
Holly Park,2022/8/6 17:46,2022/8/6,37.736283,-122.419856
Holly Park,2022/8/6 17:46,2022/8/6,37.736283,-122.419856
Holly Park,2019/9/24 16:38,2019/9/24,37.737438,-122.420028
Holly Park,2019/9/24 16:38,2019/9/24,37.737391,-122.420089
Holly Park,2019/9/24 16:38,2019/9/24,37.737388,-122.420084
Holly Park,2019/9/24 16:38,2019/9/24,37.737377,-122.420037
Holly Park,2019/9/24 16:38,2019/9/24,37.737372,-122.420023
Holly Park,2019/9/24 16:41,2019/9/24,37.737494,-122.419984
Holly Park,2019/9/24 16:41,2019/9/24,37.737444,-122.419984
Holly Park,2019/9/24 16:41,2019/9/24,37.737408,-122.419984
Holly Park,2019/10/12 17:49,2019/10/12,37.737488,-122.420845
Holly Park,2019/8/31 17:52,2019/8/31,37.737525,-122.420464
Holly Park,2019/8/31 17:52,2019/8/31,37.737525,-122.420464
Holly Park,2019/9/1 16:39,2019/9/1,37.737011,-122.419334
Holly Park,2019/9/1 16:39,2019/9/1,37.737316,-122.419992
Holly Park,2019/9/2 17:01,2019/9/2,37.737811,-122.420373
Holly Park,2019/9/2 17:01,2019/9/2,37.737755,-122.420303
Holly Park,2019/9/7 17:08,2019/9/7,37.73788,-122.41987
Holly Park,2019/7/28 19:47,2019/7/28,37.736891,-122.419281
Holly Park,2019/8/3 17:19,2019/8/3,37.737205,-122.420181
Holly Park,2019/8/3 17:19,2019/8/3,37.737183,-122.419967
Holly Park,2019/7/5 17:27,2019/7/5,37.737002,-122.41945
Holly Park,2019/7/5 17:27,2019/7/5,37.737075,-122.419442
Holly Park,2019/7/16 9:41,2019/7/16,37.737922,-122.419487
Holly Park,2019/7/16 9:41,2019/7/16,37.737922,-122.419487
Holly Park,2019/7/17 9:47,2019/7/17,37.737275,-122.419801
Holly Park,2019/7/17 9:47,2019/7/17,37.73728,-122.419823
Holly Park,2019/6/13 13:50,2019/6/13,37.737397,-122.419228
Holly Park,2019/6/26 15:38,2019/6/26,37.738002,-122.419662
Holly Park,2019/6/26 15:40,2019/6/26,37.737561,-122.419512
Holly Park,2019/6/26 15:40,2019/6/26,37.737647,-122.419495
Holly Park,2019/6/26 15:42,2019/6/26,37.737941,-122.419434
Holly Park,2019/6/26 15:42,2019/6/26,37.73785,-122.419442
Holly Park,2019/6/26 15:42,2019/6/26,37.737883,-122.419517
Holly Park,2019/6/26 15:43,2019/6/26,37.737869,-122.419503
Holly Park,2019/6/26 15:43,2019/6/26,37.737872,-122.419542
Holly Park,2019/6/28 9:29,2019/6/28,37.736702,-122.420303
Holly Park,2019/6/28 9:29,2019/6/28,37.736702,-122.420303
Holly Park,2019/6/28 9:29,2019/6/28,37.736716,-122.420473
Holly Park,2019/6/28 9:29,2019/6/28,37.736716,-122.420473
Holly Park,2019/4/23 17:17,2019/4/23,37.736358,-122.420203
Holly Park,2019/4/23 17:17,2019/4/23,37.736569,-122.420495
Holly Park,2019/4/23 17:17,2019/4/23,37.736569,-122.420495
Holly Park,2019/4/26 10:13,2019/4/26,37.737208,-122.419823
Holly Park,2019/5/5 10:49,2019/5/5,37.737294,-122.41987
Holly Park,2019/4/23 9:01,2019/4/23,37.736722,-122.420539
