location_name,time,date,latitude,longitude
Union Square,2023-04-13 14:05:50,2023-04-13,37.78807,-122.407522
Union Square,2023-04-13 14:05:52,2023-04-13,37.78807,-122.407522
Union Square,2023-04-13 14:05:26,2023-04-13,37.78807,-122.407522
Union Square,2023-04-13 14:05:05,2023-04-13,37.78807,-122.407522
Union Square,2023-04-13 14:05:56,2023-04-13,37.78807,-122.407522
Union Square,2023-04-13 14:06:43,2023-04-13,37.78807,-122.407522
Union Square,2023-04-13 14:06:38,2023-04-13,37.78807,-122.407522
Union Square,2023-04-13 14:06:37,2023-04-13,37.78807,-122.407522
Union Square,2023-04-13 14:06:40,2023-04-13,37.78807,-122.407522
Union Square,2023-04-13 14:06:45,2023-04-13,37.78807,-122.407522
Union Square,2023-04-13 14:06:58,2023-04-13,37.78807,-122.407522
Union Square,2023-04-13 14:06:53,2023-04-13,37.78807,-122.407522
Union Square,2023-04-13 14:06:47,2023-04-13,37.78807,-122.407522
Union Square,2023-04-13 14:06:49,2023-04-13,37.78807,-122.407522
Union Square,2023-04-13 14:07:01,2023-04-13,37.78807,-122.407522
Union Square,2023-04-13 14:09:12,2023-04-13,37.78807,-122.407522
Union Square,2023-04-13 14:07:57,2023-04-13,37.78807,-122.407522
Union Square,2023-04-13 14:07:58,2023-04-13,37.78807,-122.407522
Union Square,2023-04-13 14:09:20,2023-04-13,37.78807,-122.407522
Union Square,2023-04-13 14:09:26,2023-04-13,37.78807,-122.407522
Union Square,2023-04-13 14:10:28,2023-04-13,37.78807,-122.407522
Union Square,2023-04-13 14:09:42,2023-04-13,37.78807,-122.407522
Union Square,2023-04-13 14:09:38,2023-04-13,37.78807,-122.407522
Union Square,2023-04-13 14:11:03,2023-04-13,37.78807,-122.407522
Union Square,2023-04-13 14:17:31,2023-04-13,37.78807,-122.407522
Union Square,2023-04-13 14:11:04,2023-04-13,37.78807,-122.407522
Union Square,2023-04-13 14:23:37,2023-04-13,37.78807,-122.407522
Union Square,2023-04-13 14:12:58,2023-04-13,37.78807,-122.407522
Union Square,2023-04-13 14:16:23,2023-04-13,37.78807,-122.407522
Union Square,2023-04-13 14:24:15,2023-04-13,37.78807,-122.407522
Union Square,2023-04-13 14:48:22,2023-04-13,37.78807,-122.407522
Union Square,2023-04-13 14:25:10,2023-04-13,37.78807,-122.407522
Union Square,2023-04-13 14:46:42,2023-04-13,37.78807,-122.407522
Union Square,2023-04-13 14:46:40,2023-04-13,37.78807,-122.407522
Union Square,2023-04-13 15:03:19,2023-04-13,37.78807,-122.407522
Union Square,2023-04-13 15:03:26,2023-04-13,37.78807,-122.407522
Union Square,2023-04-13 15:03:33,2023-04-13,37.78807,-122.407522
Union Square,2023-04-13 15:07:38,2023-04-13,37.78807,-122.407522
Union Square,2023-04-13 15:06:44,2023-04-13,37.78807,-122.407522
Union Square,2023-04-13 15:04:04,2023-04-13,37.78807,-122.407522
Union Square,2023-04-13 15:08:22,2023-04-13,37.78807,-122.407522
Union Square,2023-04-13 15:09:49,2023-04-13,37.78807,-122.407522
Union Square,2023-04-13 15:08:41,2023-04-13,37.78807,-122.407522
Union Square,2023-04-13 15:10:39,2023-04-13,37.78807,-122.407522
Union Square,2023-04-13 15:09:18,2023-04-13,37.78807,-122.407522
Union Square,2023-04-13 15:29:47,2023-04-13,37.78807,-122.407522
Union Square,2023-04-13 15:11:30,2023-04-13,37.78807,-122.407522
Union Square,2023-04-13 15:29:48,2023-04-13,37.78807,-122.407522
Union Square,2023-04-13 15:11:34,2023-04-13,37.78807,-122.407522
Union Square,2023-04-11 15:21:05,2023-04-11,37.788072,-122.408062
Union Square,2023-04-11 15:18:56,2023-04-11,37.788293,-122.407064
Union Square,2023-04-11 15:21:49,2023-04-11,37.788072,-122.408062
Union Square,2023-04-06 11:51:58,2023-04-06,37.788089,-122.407382
Union Square,2023-04-06 11:51:03,2023-04-06,37.788089,-122.407382
Union Square,2023-04-06 11:51:38,2023-04-06,37.788089,-122.407382
Union Square,2023-04-06 11:51:35,2023-04-06,37.788089,-122.407382
Union Square,2023-04-06 11:51:26,2023-04-06,37.788089,-122.407382
Union Square,2023-04-06 11:49:25,2023-04-06,37.788089,-122.407382
Union Square,2011-12-06 13:58:55,2011-12-06,37.787666,-122.407667
Union Square,2023-04-04 13:02:32,2023-04-04,37.787616,-122.407903
Union Square,2023-04-13 13:59:42,2023-04-13,37.787944,-122.407291
Union Square,2012-05-09 18:00:48,2012-05-09,37.787586,-122.407989
Union Square,2012-05-09 17:57:15,2012-05-09,37.788008,-122.407923
Union Square,2023-04-07 13:48:52,2023-04-07,37.788105,-122.40747
Union Square,2023-03-29 19:41:07,2023-03-29,37.78773,-122.407525
Union Square,2023-03-29 19:36:25,2023-03-29,37.78767,-122.40689
Union Square,2023-03-16 18:23:01,2023-03-16,37.787891,-122.407603
Union Square,2023-03-16 18:23:30,2023-03-16,37.787738,-122.407825
Union Square,2023-03-16 18:23:40,2023-03-16,37.78773,-122.407525
Union Square,2023-03-16 18:26:09,2023-03-16,37.787658,-122.407064
Union Square,2023-02-28 16:15:59,2023-02-28,37.788067,-122.407996
Union Square,2022-09-27 22:30:35,2022-09-27,37.787897,-122.407514
Union Square,2022-09-27 22:23:12,2022-09-27,37.787897,-122.407514
Union Square,2022-09-27 22:23:04,2022-09-27,37.787897,-122.407514
Union Square,2022-09-27 22:22:17,2022-09-27,37.787897,-122.407514
Union Square,2022-09-27 22:21:06,2022-09-27,37.787897,-122.407514
Union Square,2022-09-27 22:20:20,2022-09-27,37.787897,-122.407514
Union Square,2022-09-27 22:19:09,2022-09-27,37.787897,-122.407514
Union Square,2022-09-27 22:18:56,2022-09-27,37.787897,-122.407514
Union Square,2022-09-27 22:17:44,2022-09-27,37.787897,-122.407514
Union Square,2022-09-27 22:10:33,2022-09-27,37.787897,-122.407514
Union Square,2022-09-27 22:05:53,2022-09-27,37.787897,-122.407514
Union Square,2022-09-27 22:05:50,2022-09-27,37.787897,-122.407514
