Map_Label,Longitude,Latitude,Acres,TMA_PropertyID,SquareFeet,PerimeterLength,PropertyType,Address,City,State,Zipcode,Complex,PSA,SupDist,Ownership,Land_ID,State_Senate,MONS_Neighborhood,Police_District,US_Congress,Realtor_Neighborhood,State_Assembly,Planning_Neighborhood,shape,created_date,last_edited_date
Maritime Plaza,-122.39982015,37.7955308,2.01276398,142,87675.99885853,3208.81540812,Civic Plaza or Square,285 Washington Street,San Francisco,CA,94111,North Beach Complex,PSA1,3,Real Estate,304.0,11th Senatorial District,Financial District,Central,12th Congressional District,Financial District/Barbary Coast,17th Assembly District,Financial District,"MULTIPOLYGON (((-122.3993869 37.7952566, -122.399406 37.7953506, -122.3993821 37.7953536, -122.3994772 37.795822, -122.3995011 37.7958189, -122.3995202 37.7959129, -122.4003602 37.7958058, -122.4002385 37.7951481, -122.3993869 37.7952566), (-122.3999649 37.7952386, -122.3999918 37.795372, -122.4001368 37.7953537, -122.4001913 37.7956243, -122.4000464 37.7956428, -122.4000754 37.7957866, -122.3998593 37.7958141, -122.3997488 37.7952661, -122.3999649 37.7952386)), ((-122.3990931 37.7959674, -122.399074 37.7958733, -122.3990979 37.7958703, -122.3990028 37.795402, -122.3989788 37.795405, -122.3989597 37.795311, -122.3981285 37.7954169, -122.3982619 37.7960733, -122.3990931 37.7959674), (-122.3985963 37.795413, -122.3987076 37.7959608, -122.3984915 37.7959884, -122.3984602 37.7958343, -122.3983152 37.7958528, -122.3982666 37.7956133, -122.3984115 37.7955948, -122.3983802 37.7954405, -122.3985963 37.795413)))",04/22/2023 12:01:41 AM,04/22/2023 12:01:41 AM
Union Square,-122.40750049,37.78793123,2.59970898,135,113243.32434104,1373.5906391,Civic Plaza or Square,Post & Stockton,San Francisco,CA,94108,Civic Center/Potrero Hill Complex,PSA2,3,Recreation & Park,243.0,11th Senatorial District,Downtown / Union Square,Central,12th Congressional District,Downtown,17th Assembly District,Downtown/Civic Center,"MULTIPOLYGON (((-122.4067349 37.7876523, -122.4068852 37.7883981, -122.4073864 37.7883346, -122.4074583 37.7883255, -122.4077179 37.7882926, -122.4077884 37.7882837, -122.408294 37.7882197, -122.4081406 37.7874743, -122.4074868 37.7875571, -122.4074867 37.7875571, -122.4067349 37.7876523)))",04/22/2023 12:01:41 AM,04/22/2023 12:01:41 AM
Palace of Fine Arts,-122.44848853,37.80300312,19.73784265,111,859780.41890393,4258.36227659,Civic Plaza or Square,3601 Lyon Street & Marina Blvd,San Francisco,CA,94123,Marina Complex,PSA1,2,Recreation & Park,206.0,11th Senatorial District,"Marina,Presidio National Park",Northern,12th Congressional District,"Marina,Presidio",19th Assembly District,"Marina,Presidio","MULTIPOLYGON (((-122.4481958 37.8046343, -122.4481989 37.8047143, -122.4482471 37.8046776, -122.4483458 37.8046001, -122.4484048 37.8045536, -122.448403 37.8045423, -122.4483954 37.8045437, -122.4483828 37.8045434, -122.4483749 37.8045336, -122.4483951 37.8045154, -122.4483957 37.8045083, -122.4484123 37.8045021, -122.4484222 37.804495, -122.4484597 37.8044681, -122.4485119 37.8044328, -122.448558 37.8044042, -122.4486019 37.8043794, -122.4486289 37.8043639, -122.448667 37.8043441, -122.4487075 37.8043228, -122.4487397 37.804308, -122.4488017 37.8042814, -122.4488429 37.8042644, -122.4488927 37.8042447, -122.4489317 37.8042311, -122.4489643 37.8042189, -122.4489889 37.8042119, -122.4490314 37.8041997, -122.4490756 37.8041877, -122.4491188 37.8041758, -122.4491812 37.804162, -122.4492108 37.8041554, -122.4492748 37.8041445, -122.4493228 37.8041363, -122.4493403 37.8041328, -122.4494224 37.8041048, -122.4494429 37.8041015, -122.4495314 37.8040831, -122.4495896 37.8040733, -122.4496212 37.8040693, -122.4496763 37.8040579, -122.4497127 37.8040575, -122.4497801 37.804043, -122.4499089 37.8040208, -122.44996 37.8040123, -122.4500205 37.8040048, -122.4500895 37.8039945, -122.4507056 37.803891, -122.4507135 37.8038851, -122.4507641 37.8038805, -122.4508158 37.8038706, -122.4508227 37.8038708, -122.4511301 37.8038212, -122.4510592 37.8037807, -122.4509793 37.8037298, -122.4509131 37.8036851, -122.4508925 37.8036719, -122.4508451 37.8036391, -122.4508141 37.8036162, -122.4507766 37.8035873, -122.4507692 37.8035819, -122.4507342 37.8035537, -122.4507214 37.8035412, -122.4506905 37.8035119, -122.4506469 37.8034711, -122.4506108 37.8034362, -122.4505793 37.8034057, -122.4505315 37.8033558, -122.450471 37.8032916, -122.4504255 37.8032439, -122.4503558 37.8031678, -122.4502873 37.8030988, -122.4502608 37.8030663, -122.4501881 37.8029884, -122.4501652 37.8029635, -122.4501127 37.8029128, -122.4500647 37.8028568, -122.4500188 37.8028064, -122.4499742 37.8027592, -122.4498167 37.80259, -122.449789 37.8025592, -122.4497466 37.8025149, -122.4497273 37.8024823, -122.4496517 37.8024013, -122.4496296 37.8023786, -122.4495573 37.8022996, -122.4494563 37.802191, -122.449418 37.8021493, -122.4493872 37.8021163, -122.4493388 37.8020652, -122.4492982 37.8020244, -122.449223 37.8019526, -122.4491713 37.8019109, -122.4491329 37.8018796, -122.4490412 37.801813, -122.4489393 37.8017428, -122.4487934 37.8016424, -122.4487753 37.80163, -122.4486768 37.801561, -122.4486127 37.8015181, -122.448559 37.8014805, -122.448474 37.8014241, -122.4484234 37.801384, -122.4483404 37.8013293, -122.4482327 37.8012549, -122.4481036 37.8011674, -122.4480386 37.8011245, -122.448034 37.8011292, -122.4480194 37.8011188, -122.4479981 37.8011133, -122.4479815 37.8011107, -122.4479632 37.80111, -122.4479403 37.8011149, -122.447918 37.8011231, -122.4479007 37.8011359, -122.4478895 37.8011465, -122.447878 37.8011689, -122.4478773 37.8011844, -122.4479003 37.8013639, -122.4479136 37.801451, -122.4479416 37.8016385, -122.447941 37.801639, -122.4479398 37.80164, -122.4479385 37.8016411, -122.4479373 37.8016422, -122.4479361 37.8016433, -122.447935 37.8016444, -122.4479338 37.8016455, -122.4479327 37.8016466, -122.4479317 37.8016478, -122.4479306 37.8016489, -122.4479296 37.8016501, -122.4479286 37.8016513, -122.4479276 37.8016525, -122.4479266 37.8016538, -122.4479257 37.801655, -122.4479248 37.8016562, -122.4479239 37.8016575, -122.4479231 37.8016588, -122.4479223 37.8016601, -122.4479215 37.8016614, -122.4479209 37.8016623, -122.4479205 37.801663, -122.4479202 37.8016636, -122.4479197 37.8016643, -122.4479193 37.8016649, -122.4479189 37.8016655, -122.4479184 37.8016662, -122.447918 37.8016668, -122.4479175 37.8016674, -122.447917 37.801668, -122.4479165 37.8016686, -122.447916 37.8016692, -122.4479154 37.8016698, -122.4479149 37.8016703, -122.4479143 37.8016709, -122.4479138 37.8016715, -122.4479132 37.801672, -122.4479126 37.8016725, -122.447912 37.8016731, -122.4479114 37.8016736, -122.4479107 37.8016741, -122.4479101 37.8016746, -122.4479094 37.8016751, -122.4479088 37.8016756, -122.4479081 37.8016761, -122.4479074 37.8016766, -122.4479067 37.801677, -122.447906 37.8016775, -122.4479053 37.8016779, -122.4479046 37.8016784, -122.4479039 37.8016788, -122.4479031 37.8016792, -122.4479024 37.8016796, -122.4479016 37.80168, -122.4479008 37.8016804, -122.4479001 37.8016808, -122.4478993 37.8016811, -122.4478985 37.8016815, -122.4478977 37.8016818, -122.4478969 37.8016821, -122.4478961 37.8016824, -122.4478952 37.8016827, -122.4478944 37.801683, -122.4478936 37.8016833, -122.4478927 37.8016836, -122.4478919 37.8016839, -122.447891 37.8016841, -122.4478902 37.8016843, -122.4478893 37.8016846, -122.4478885 37.8016848, -122.4478876 37.801685, -122.4478867 37.8016852, -122.4478858 37.8016853, -122.4478849 37.8016855, -122.4478841 37.8016856, -122.4478832 37.8016858, -122.4478823 37.8016859, -122.4478819 37.801686, -122.4467471 37.8018304, -122.4467462 37.8018305, -122.4467454 37.8018306, -122.4467445 37.8018308, -122.4467436 37.8018309, -122.4467427 37.8018311, -122.4467418 37.8018313, -122.446741 37.8018315, -122.4467401 37.8018317, -122.4467392 37.8018319, -122.4467384 37.8018321, -122.4467375 37.8018324, -122.4467367 37.8018326, -122.4467358 37.8018329, -122.446735 37.8018332, -122.4467341 37.8018335, -122.4467333 37.8018338, -122.4467325 37.8018341, -122.4467317 37.8018344, -122.4467309 37.8018347, -122.4467301 37.8018351, -122.4467293 37.8018354, -122.4467285 37.8018358, -122.4467278 37.8018362, -122.446727 37.8018366, -122.4467262 37.801837, -122.4467255 37.8018374, -122.4467248 37.8018378, -122.446724 37.8018382, -122.4467233 37.8018387, -122.4467226 37.8018391, -122.4467219 37.8018396, -122.4467212 37.80184, -122.4467205 37.8018405, -122.4467199 37.801841, -122.4467192 37.8018415, -122.4467186 37.801842, -122.4467179 37.8018425, -122.4467173 37.801843, -122.4467167 37.8018436, -122.4467161 37.8018441, -122.4467155 37.8018446, -122.4467149 37.8018452, -122.4467144 37.8018458, -122.4467138 37.8018463, -122.4467133 37.8018469, -122.4467128 37.8018475, -122.4467123 37.8018481, -122.4467118 37.8018487, -122.4467113 37.8018493, -122.4467108 37.8018499, -122.4467103 37.8018505, -122.4467099 37.8018512, -122.4467095 37.8018518, -122.4467091 37.8018524, -122.4467087 37.8018531, -122.4467083 37.8018537, -122.4467079 37.8018544, -122.4467075 37.801855, -122.4467072 37.8018557, -122.4467069 37.8018564, -122.4467065 37.8018571, -122.4467062 37.8018577, -122.446706 37.8018584, -122.4467057 37.8018591, -122.4467054 37.8018598, -122.4467052 37.8018605, -122.446705 37.8018612, -122.4467048 37.8018619, -122.4467046 37.8018626, -122.4467044 37.8018633, -122.4467042 37.801864, -122.4467041 37.8018647, -122.4467039 37.8018654, -122.4467038 37.8018661, -122.4467037 37.8018668, -122.4467036 37.8018676, -122.4467036 37.8018683, -122.4467035 37.801869, -122.4467035 37.8018697, -122.4467034 37.8018704, -122.4467034 37.8018711, -122.4467035 37.8018719, -122.4467035 37.8018726, -122.4467035 37.8018733, -122.4467036 37.801874, -122.4467036 37.8018747, -122.4467037 37.8018755, -122.4467038 37.8018762, -122.446704 37.8018769, -122.4467041 37.8018776, -122.4471572 37.8041207, -122.4471573 37.8041214, -122.4471948 37.8043071, -122.4472461 37.8043006, -122.4475674 37.8042597, -122.4476562 37.8042484, -122.4476694 37.8043134, -122.44808 37.8042612, -122.4481424 37.8042555, -122.4481649 37.804428, -122.4481829 37.8045276, -122.4481958 37.8046343)))",04/22/2023 12:01:41 AM,04/22/2023 12:01:41 AM
Joseph L. Alioto Performing Arts Piazza,-122.41759807,37.77948071,5.38328657,118,234495.96403142,1918.63161922,Civic Plaza or Square,Grove & Larkin Streets,San Francisco,CA,94102,Civic Center/Potrero Hill Complex,PSA2,5,Recreation & Park,220.0,11th Senatorial District,Civic Center,Northern,12th Congressional District,Van Ness/Civic Center,17th Assembly District,Downtown/Civic Center,"MULTIPOLYGON (((-122.4168459 37.7787703, -122.4167782 37.7788533, -122.4170645 37.7802906, -122.4171705 37.7803541, -122.4183843 37.7801995, -122.4184477 37.78013, -122.4181517 37.7786655, -122.4180641 37.7786152, -122.4168459 37.7787703)))",04/22/2023 12:01:41 AM,04/22/2023 12:01:41 AM
Embarcadero Plaza,-122.39477178,37.7949189,4.13588338,138,180159.0798874,2192.28063103,Civic Plaza or Square,Clay & Embarcadero,San Francisco,CA,94105,North Beach Complex,PSA1,3,Recreation & Park,247.0,11th Senatorial District,Financial District,Central,12th Congressional District,"Financial District/Barbary Coast,South Beach",17th Assembly District,Financial District,"MULTIPOLYGON (((-122.3938085 37.793879, -122.3934676 37.7941493, -122.393419 37.7941884, -122.393421 37.79419, -122.3933767 37.7942255, -122.3934735 37.7942837, -122.3937556 37.7944569, -122.3944321 37.7949964, -122.3944749 37.7950307, -122.3946158 37.7952067, -122.3947248 37.7953576, -122.3948453 37.7955714, -122.3948932 37.7956619, -122.3949516 37.7957727, -122.3952404 37.7957355, -122.3959021 37.7956512, -122.395875 37.7955179, -122.3958016 37.7951563, -122.3952963 37.794752, -122.3950218 37.7945323, -122.3948234 37.7946884, -122.3938085 37.793879)))",04/22/2023 12:01:41 AM,04/22/2023 12:01:41 AM
Collis P. Huntington Park,-122.4121675,37.79216117,1.29596193,137,56452.10359702,953.10734346,Civic Plaza or Square,California & Taylor Streets,San Francisco,CA,94108,North Beach Complex,PSA1,3,Recreation & Park,246.0,11th Senatorial District,Nob Hill,Central,12th Congressional District,Nob Hill,17th Assembly District,Nob Hill,"MULTIPOLYGON (((-122.4123807 37.7917293, -122.4123798 37.7917293, -122.4123789 37.7917294, -122.412378 37.7917294, -122.4123771 37.7917295, -122.4123762 37.7917296, -122.4123753 37.7917297, -122.4123744 37.7917298, -122.411807 37.7918014, -122.4118069 37.7918014, -122.4118063 37.7918014, -122.4118057 37.7918015, -122.4118051 37.7918016, -122.4118045 37.7918017, -122.4118039 37.7918019, -122.4118034 37.791802, -122.4118028 37.7918021, -122.4118022 37.7918022, -122.4118016 37.7918024, -122.411801 37.7918025, -122.4118005 37.7918027, -122.4117999 37.7918029, -122.4117994 37.791803, -122.4117988 37.7918032, -122.4117982 37.7918034, -122.4117977 37.7918036, -122.4117971 37.7918038, -122.4117966 37.791804, -122.4117961 37.7918043, -122.4117955 37.7918045, -122.411795 37.7918047, -122.4117945 37.791805, -122.411794 37.7918052, -122.4117935 37.7918055, -122.411793 37.7918058, -122.4117925 37.791806, -122.411792 37.7918063, -122.4117915 37.7918066, -122.411791 37.7918069, -122.4117906 37.7918072, -122.4117901 37.7918075, -122.4117896 37.7918078, -122.4117892 37.7918081, -122.4117887 37.7918085, -122.4117883 37.7918088, -122.4117879 37.7918091, -122.4117874 37.7918095, -122.411787 37.7918098, -122.4117866 37.7918102, -122.4117862 37.7918105, -122.4117858 37.7918109, -122.4117855 37.7918113, -122.4117851 37.7918116, -122.4117847 37.791812, -122.4117844 37.7918124, -122.411784 37.7918128, -122.4117837 37.7918132, -122.4117833 37.7918136, -122.411783 37.791814, -122.4117827 37.7918144, -122.4117824 37.7918148, -122.4117821 37.7918152, -122.4117818 37.7918157, -122.4117815 37.7918161, -122.4117813 37.7918165, -122.411781 37.7918169, -122.4117808 37.7918174, -122.4117805 37.7918178, -122.4117803 37.7918183, -122.4117801 37.7918187, -122.4117799 37.7918192, -122.4117797 37.7918196, -122.4117795 37.7918201, -122.4117793 37.7918205, -122.4117791 37.791821, -122.411779 37.7918215, -122.4117788 37.7918219, -122.4117787 37.7918224, -122.4117785 37.7918229, -122.4117784 37.7918233, -122.4117783 37.7918238, -122.4117782 37.7918243, -122.4117781 37.7918247, -122.4117781 37.7918252, -122.411778 37.7918257, -122.4117779 37.7918262, -122.4117779 37.7918266, -122.4117778 37.7918271, -122.4117778 37.7918276, -122.4117778 37.7918281, -122.4117778 37.7918286, -122.4117778 37.791829, -122.4117778 37.7918295, -122.4117779 37.79183, -122.4117779 37.7918305, -122.4117779 37.791831, -122.411778 37.7918314, -122.4117781 37.7918319, -122.4117782 37.7918324, -122.4117782 37.7918329, -122.4119305 37.792581, -122.4119306 37.7925813, -122.4119307 37.7925818, -122.4119308 37.7925823, -122.4119309 37.7925827, -122.4119311 37.7925832, -122.4119312 37.7925837, -122.4119314 37.7925841, -122.4119316 37.7925846, -122.4119317 37.792585, -122.4119319 37.7925855, -122.4119321 37.792586, -122.4119323 37.7925864, -122.4119326 37.7925868, -122.4119328 37.7925873, -122.411933 37.7925877, -122.4119333 37.7925882, -122.4119335 37.7925886, -122.4119338 37.792589, -122.4119341 37.7925895, -122.4119344 37.7925899, -122.4119347 37.7925903, -122.411935 37.7925907, -122.4119353 37.7925911, -122.4119356 37.7925915, -122.4119359 37.7925919, -122.4119363 37.7925923, -122.4119366 37.7925927, -122.411937 37.7925931, -122.4119374 37.7925935, -122.4119377 37.7925939, -122.4119381 37.7925942, -122.4119385 37.7925946, -122.4119389 37.792595, -122.4119393 37.7925953, -122.4119397 37.7925957, -122.4119401 37.792596, -122.4119406 37.7925963, -122.411941 37.7925967, -122.4119414 37.792597, -122.4119419 37.7925973, -122.4119424 37.7925976, -122.4119428 37.7925979, -122.4119433 37.7925982, -122.4119438 37.7925985, -122.4119443 37.7925988, -122.4119447 37.7925991, -122.4119452 37.7925994, -122.4119457 37.7925996, -122.4119463 37.7925999, -122.4119468 37.7926001, -122.4119473 37.7926004, -122.4119478 37.7926006, -122.4119483 37.7926009, -122.4119489 37.7926011, -122.4119494 37.7926013, -122.41195 37.7926015, -122.4119505 37.7926017, -122.4119511 37.7926019, -122.4119516 37.7926021, -122.4119522 37.7926023, -122.4119527 37.7926024, -122.4119533 37.7926026, -122.4119539 37.7926027, -122.4119545 37.7926029, -122.411955 37.792603, -122.4119556 37.7926032, -122.4119562 37.7926033, -122.4119568 37.7926034, -122.4119574 37.7926035, -122.411958 37.7926036, -122.4119586 37.7926037, -122.4119592 37.7926038, -122.4119598 37.7926038, -122.4119604 37.7926039, -122.411961 37.792604, -122.4119616 37.792604, -122.4119622 37.792604, -122.4119628 37.7926041, -122.4119634 37.7926041, -122.411964 37.7926041, -122.4119646 37.7926041, -122.4119652 37.7926041, -122.4119658 37.7926041, -122.4119664 37.7926041, -122.411967 37.792604, -122.4119676 37.792604, -122.4119682 37.792604, -122.4119688 37.7926039, -122.4119694 37.7926039, -122.41197 37.7926038, -122.4125376 37.792534, -122.4125379 37.792534, -122.4125388 37.7925338, -122.4125397 37.7925337, -122.4125406 37.7925336, -122.4125415 37.7925334, -122.4125424 37.7925332, -122.4125432 37.792533, -122.4125441 37.7925329, -122.412545 37.7925326, -122.4125459 37.7925324, -122.4125467 37.7925322, -122.4125476 37.792532, -122.4125484 37.7925317, -122.4125493 37.7925314, -122.4125501 37.7925312, -122.4125509 37.7925309, -122.4125517 37.7925306, -122.4125526 37.7925303, -122.4125534 37.7925299, -122.4125542 37.7925296, -122.412555 37.7925293, -122.4125558 37.7925289, -122.4125565 37.7925285, -122.4125573 37.7925282, -122.4125581 37.7925278, -122.4125588 37.7925274, -122.4125596 37.792527, -122.4125603 37.7925265, -122.412561 37.7925261, -122.4125617 37.7925257, -122.4125625 37.7925252, -122.4125631 37.7925248, -122.4125638 37.7925243, -122.4125645 37.7925238, -122.4125652 37.7925233, -122.4125658 37.7925228, -122.4125665 37.7925223, -122.4125671 37.7925218, -122.4125677 37.7925213, -122.4125683 37.7925208, -122.4125689 37.7925202, -122.4125695 37.7925197, -122.4125701 37.7925191, -122.4125707 37.7925186, -122.4125712 37.792518, -122.4125717 37.7925174, -122.4125723 37.7925168, -122.4125728 37.7925162, -122.4125733 37.7925156, -122.4125738 37.792515, -122.4125742 37.7925144, -122.4125747 37.7925138, -122.4125751 37.7925131, -122.4125756 37.7925125, -122.412576 37.7925119, -122.4125764 37.7925112, -122.4125768 37.7925106, -122.4125771 37.7925099, -122.4125775 37.7925093, -122.4125778 37.7925086, -122.4125782 37.7925079, -122.4125785 37.7925073, -122.4125788 37.7925066, -122.4125791 37.7925059, -122.4125793 37.7925052, -122.4125796 37.7925045, -122.4125798 37.7925038, -122.4125801 37.7925031, -122.4125803 37.7925024, -122.4125805 37.7925017, -122.4125806 37.792501, -122.4125808 37.7925003, -122.412581 37.7924996, -122.4125811 37.7924989, -122.4125812 37.7924982, -122.4125813 37.7924975, -122.4125814 37.7924968, -122.4125815 37.792496, -122.4125815 37.7924953, -122.4125815 37.7924946, -122.4125816 37.7924939, -122.4125816 37.7924932, -122.4125816 37.7924924, -122.4125815 37.7924917, -122.4125815 37.792491, -122.4125814 37.7924903, -122.4125814 37.7924896, -122.4125813 37.7924889, -122.4125812 37.7924881, -122.412581 37.7924874, -122.4125809 37.7924867, -122.4124338 37.7917639, -122.4124336 37.7917633, -122.4124335 37.7917626, -122.4124333 37.7917619, -122.4124331 37.7917612, -122.4124329 37.7917605, -122.4124327 37.7917598, -122.4124324 37.7917591, -122.4124322 37.7917584, -122.4124319 37.7917577, -122.4124316 37.791757, -122.4124313 37.7917563, -122.412431 37.7917557, -122.4124307 37.791755, -122.4124303 37.7917543, -122.4124299 37.7917537, -122.4124296 37.791753, -122.4124292 37.7917524, -122.4124288 37.7917517, -122.4124284 37.7917511, -122.4124279 37.7917505, -122.4124275 37.7917498, -122.412427 37.7917492, -122.4124265 37.7917486, -122.4124261 37.791748, -122.4124256 37.7917474, -122.412425 37.7917468, -122.4124245 37.7917462, -122.412424 37.7917456, -122.4124234 37.7917451, -122.4124229 37.7917445, -122.4124223 37.791744, -122.4124217 37.7917434, -122.4124211 37.7917429, -122.4124205 37.7917423, -122.4124199 37.7917418, -122.4124192 37.7917413, -122.4124186 37.7917408, -122.4124179 37.7917403, -122.4124172 37.7917398, -122.4124166 37.7917394, -122.4124159 37.7917389, -122.4124152 37.7917384, -122.4124145 37.791738, -122.4124137 37.7917375, -122.412413 37.7917371, -122.4124123 37.7917367, -122.4124115 37.7917363, -122.4124108 37.7917359, -122.41241 37.7917355, -122.4124092 37.7917351, -122.4124085 37.7917348, -122.4124077 37.7917344, -122.4124069 37.7917341, -122.4124061 37.7917337, -122.4124053 37.7917334, -122.4124044 37.7917331, -122.4124036 37.7917328, -122.4124028 37.7917325, -122.412402 37.7917323, -122.4124011 37.791732, -122.4124003 37.7917317, -122.4123994 37.7917315, -122.4123985 37.7917313, -122.4123977 37.7917311, -122.4123968 37.7917309, -122.4123959 37.7917307, -122.4123951 37.7917305, -122.4123942 37.7917303, -122.4123933 37.7917302, -122.4123924 37.79173, -122.4123915 37.7917299, -122.4123906 37.7917298, -122.4123897 37.7917297, -122.4123888 37.7917296, -122.4123879 37.7917295, -122.412387 37.7917294, -122.4123861 37.7917294, -122.4123852 37.7917293, -122.4123843 37.7917293, -122.4123834 37.7917293, -122.4123825 37.7917293, -122.4123816 37.7917293, -122.4123807 37.7917293)))",04/22/2023 12:01:41 AM,04/22/2023 12:01:41 AM
